participant_id,source_row,category,category_label,question_id,variant_number,display_order,question_text,answer_text,Latency,Writing,Chars,video_condition
A018,49,content,Content,content_v2,2,5,Q2. 先ほどの映像は、人のどのような部分を映し出していると思いますか？,侍としての矜持を守ることより、家族を守ることを優先するという父性。,6.254,34.666,33,control
A019,50,content,Content,content_v1,1,2,Q2. 先ほどの映像の中で、「何が正しい生き方なのか」についてあなたの考えを教えてください。,自分のやりたいと決めた道をまっすぐ進むという生き方,8.834,27.064,25,short
A019,51,content,Content,content_v3,3,2,Q2. 先ほどの映像では、登場人物のどのような選択や葛藤が描かれていたと思いますか？,侍として生きるか生きないかないかという選択、徳川家存続の葛藤,5.492,64.822,30,med
A019,52,content,Content,content_v2,2,3,Q2. 先ほどの映像は、人のどのような部分を映し出していると思いますか？,欲望に溺れる部分。好きだったものが嫌いになるという人間起伏の激しい感情,5.816,78.468,35,control
A020,53,content,Content,content_v1,1,4,Q2. 先ほどの映像の中で、「何が正しい生き方なのか」についてあなたの考えを教えてください。,他人に厳しく当たることがあるならば、自身にはより厳しく接するべきである。,42.21,18.787,36,short
A020,54,content,Content,content_v2,2,2,Q2. 先ほどの映像は、人のどのような部分を映し出していると思いますか？,社会にもまれてすれた後の人物像,65.152,7.824,15,med
A020,55,content,Content,content_v3,3,4,Q2. 先ほどの映像では、登場人物のどのような選択や葛藤が描かれていたと思いますか？,自身の大切なもののために、上司の要求に反抗した,25.704,18.394,23,control
A021,56,content,Content,content_v3,3,2,Q2. 先ほどの映像では、登場人物のどのような選択や葛藤が描かれていたと思いますか？,先ほどの映像では、登場人物の父の言葉を忘れずに情けは隔てなく生きるという選択について言及されていたが、どのような葛藤があるかどうかまでは読み取れなかった。,4.585,105.949,77,short
A021,57,content,Content,content_v1,1,4,Q2. 先ほどの映像の中で、「何が正しい生き方なのか」についてあなたの考えを教えてください。,やはり人生のなかで誘惑は数多く存在し、避けようと思っても避けられないこともいくつか起こりうると思うが、それらを理解した上で、自分がいかに誘惑に負ける弱い人間であることを自覚しながら生きていくことが、私の思う「正しい生き方」なのではないかと思った。,5.856,134.459,123,med
A021,58,content,Content,content_v2,2,2,Q2. 先ほどの映像は、人のどのような部分を映し出していると思いますか？,先ほどの映像は、人がただ無為に生きるのではなく、限られた時間の中で楽しんで生きている部分を映し出していると思う。,4.704,130.362,56,control
A022,59,content,Content,content_v1,1,3,Q2. 先ほどの映像の中で、「何が正しい生き方なのか」についてあなたの考えを教えてください。,侍という立場や職業としての自分の生き方があって、家族の一員としての自分の顔もあって、それがぶつかり合わないようにバランスを考えていくことが正しい生き方なのではないかと思った。,16.459,100.23,87,short
A022,60,content,Content,content_v3,3,2,Q2. 先ほどの映像では、登場人物のどのような選択や葛藤が描かれていたと思いますか？,周囲の人間が当たり前に亡くなる残酷な環境の中で、主に若い女性たちがどのように青春時代を過ごし、戦争やそれによって起こる数々の出来事に対してどのように向き合っていくのかや、どのように生きて、どのように死ぬのかといった選択と葛藤が描かれていた。,9.344,130.655,120,med
A022,61,content,Content,content_v2,2,2,Q2. 先ほどの映像は、人のどのような部分を映し出していると思いますか？,何か大きな出来事が起こったときに、それを取り巻く人々がどのようにその出来事に向き合うかの多様性と、それらの向き合い方がどのように絡んで社会や歴史を形作っていくのかという過程を映し出しているのではないかと思う。,38.818,106.207,104,control
A023,62,content,Content,content_v1,1,2,Q2. 先ほどの映像の中で、「何が正しい生き方なのか」についてあなたの考えを教えてください。,自分の気持ちに素直に生きること,14.467,19.831,15,short
A023,63,content,Content,content_v2,2,2,Q2. 先ほどの映像は、人のどのような部分を映し出していると思いますか？,素直さ,20.738,4.138,3,med
A023,64,content,Content,content_v3,3,4,Q2. 先ほどの映像では、登場人物のどのような選択や葛藤が描かれていたと思いますか？,大人が子供に対して生きるとはどういうことかを、幼い頃から教える、選択肢を与えるような内容に感じました。また、生きるためにはなりふり構わないような葛藤する場面が見受けられるように感じました。,23.467,87.383,94,control
A024,65,content,Content,content_v3,3,4,Q2. 先ほどの映像では、登場人物のどのような選択や葛藤が描かれていたと思いますか？,一国の主として統治する主人公の、人に裏切られたり苦しんだりした経験。国や家族を守るためにはどの選択がベストなのかを迷う葛藤。,2.553,73.364,62,short
A024,66,content,Content,content_v2,2,2,Q2. 先ほどの映像は、人のどのような部分を映し出していると思いますか？,目的を持って生きなければ、それは人ではない。人生で何を成し遂げるかを考えて生きなければならないというところ。,4.826,56.439,54,med
A024,67,content,Content,content_v1,1,5,Q2. 先ほどの映像の中で、「何が正しい生き方なのか」についてあなたの考えを教えてください。,置かれている状況が異なっていても、己の精神を貫いて、命をかけて突き進むことこそが正しい生き方、武士道なのではないかと考えた。,6.35,34.183,62,control
A025,68,content,Content,content_v2,2,4,Q2. 先ほどの映像は、人のどのような部分を映し出していると思いますか？,人の嫌なところがある人とない人の戦い,4.74,28.51,18,short
A025,69,content,Content,content_v1,1,2,Q2. 先ほどの映像の中で、「何が正しい生き方なのか」についてあなたの考えを教えてください。,自分の考えを貫く、暗殺しようとか人をはめるようなことはしない,8.33,31.801,30,med
A025,70,content,Content,content_v3,3,5,Q2. 先ほどの映像では、登場人物のどのような選択や葛藤が描かれていたと思いますか？,侍を捨てて、武士として生きてきた自分を捨てなければならない葛藤,4.275,32.439,31,control
A027,71,content,Content,content_v1,1,5,Q2. 先ほどの映像の中で、「何が正しい生き方なのか」についてあなたの考えを教えてください。,自分の良心に恥じることのないように生きること。,9.49,34.846,23,short
A027,72,content,Content,content_v3,3,2,Q2. 先ほどの映像では、登場人物のどのような選択や葛藤が描かれていたと思いますか？,社会に溶け込んで生きることの難しさ,9.364,34.119,17,med
A027,73,content,Content,content_v2,2,2,Q2. 先ほどの映像は、人のどのような部分を映し出していると思いますか？,人の欲望に対するしがらみ,4.192,28.0,12,control
A028,74,content,Content,content_v2,2,3,Q2. 先ほどの映像は、人のどのような部分を映し出していると思いますか？,人の、人を信じる部分。きれいごとだと言われようと、正しさを信じること。,2.155,18.055,35,short
A028,75,content,Content,content_v1,1,4,Q2. 先ほどの映像の中で、「何が正しい生き方なのか」についてあなたの考えを教えてください。,"正しい生き方というものはそもそもなく、その時々の時機・環境に合わせて正しくなるのだと思う。
たとえば、映像の中ではおそらく貧しい家庭の男が分不相応な女に狂わされ、分不相応な夢を抱いて不幸になったが、たとえば男が結婚する前であったらまた変わっていただろうし、夢を持つことだって男の家庭環境が違ったら悪いことではない。絶対的な正しさはなく、「その場その場に合わせた適切な行動により得られる可能性のある幸福を過不足なくつかむこと」がある意味「正しい」生き方なのだと思う。",6.937,121.51,232,med
A028,76,content,Content,content_v3,3,4,Q2. 先ほどの映像では、登場人物のどのような選択や葛藤が描かれていたと思いますか？,"天下布武という一つの悲願を達成する様々な登場人物が、それぞれの立場によって選択を迫られていると感じた。
武田信玄（影武者）は、信玄という偉大な存在が消えてしまったことを隠し通さなければならない、さもなくば未来はないと考えており、信長は信玄を倒せたのか、倒せていないのならどうやってこの先有利に進めていこうかと悩んでおり、家康は信玄への勝ち目はないが、わずかな確率に賭けて信玄を倒そうと決意していた。",4.351,126.315,199,control
A029,77,content,Content,content_v3,3,4,Q2. 先ほどの映像では、登場人物のどのような選択や葛藤が描かれていたと思いますか？,徳川が織田に協力するかどうかや、武田が強く見せようとする様子。,10.971,56.686,31,short
A029,78,content,Content,content_v2,2,4,Q2. 先ほどの映像は、人のどのような部分を映し出していると思いますか？,積極的な部分と消極的な部分,27.865,26.337,13,control
A029,79,content,Content,content_v1,1,3,Q2. 先ほどの映像の中で、「何が正しい生き方なのか」についてあなたの考えを教えてください。,何をやるにしろ毎日を楽しむこと。,14.61,18.749,16,med
A001,2,inquiry,Inquiry,inquiry_v2,2,2,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,時代劇テイストのもので、人の愛や人情についてどのような形があるだろうかという問い描かれているものだと思う。,16.733,49.732,53,short
A001,3,inquiry,Inquiry,inquiry_v2,2,4,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,何もせずにただ毎日を過ごすだけの男はいったいどのような感情を持ち、どのような顔をするのだろうかという問い,5.562,27.141,52,med
A001,4,inquiry,Inquiry,inquiry_v1,1,5,Q3. 先ほどの映像の制作者があなたに残した「問い」は何だと思いますか？,欲望にまみれた人間にあなた（視聴者）自身がなっていないだろうか？という問い,7.737,23.04,37,control
A002,5,inquiry,Inquiry,inquiry_v2,2,3,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,自分が置かれている状況だけでなく様々な立場を想像して思考することの必要性,6.184,52.21,36,short
A002,6,inquiry,Inquiry,inquiry_v1,1,4,Q3. 先ほどの映像の制作者があなたに残した「問い」は何だと思いますか？,"・地位を守るために何もしないという生き方の是非
・人生において時間をどのように使うか",5.767,140.664,42,med
A002,7,inquiry,Inquiry,inquiry_v3,3,5,Q3. 先ほどの映像を通して、制作者はあなたにどのような「問い」を残しましたか？,社会の問題を解決するために何をすべきか,18.455,29.374,19,control
A003,8,inquiry,Inquiry,inquiry_v3,3,2,Q3. 先ほどの映像を通して、制作者はあなたにどのような「問い」を残しましたか？,"迫力のある戦いの映像を見せることで、制作者が映画に興味をもたせようとしている。
この映画見ませんか？という働きかけ",23.966,248.699,57,short
A003,9,inquiry,Inquiry,inquiry_v1,1,5,Q3. 先ほどの映像の制作者があなたに残した「問い」は何だと思いますか？,流されるがままのつまらない人生で本当に良いのか。,10.673,23.289,24,med
A003,10,inquiry,Inquiry,inquiry_v2,2,3,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,主人公が厳しい境遇のなかで生きていくという物語の大筋を見せることで、映画の詳しい内容に興味を持たせている。,8.794,230.838,53,control
A004,11,inquiry,Inquiry,inquiry_v1,1,5,Q3. 先ほどの映像の制作者があなたに残した「問い」は何だと思いますか？,しいて言うなら，動乱の時代を自分なりに生き抜く主人公の姿を描き，視聴者に，何をモチベーションとしてどうやって生きるのかを問うている。,14.835,139.49,66,short
A004,12,inquiry,Inquiry,inquiry_v2,2,3,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,目先の欲に気を取られてしまうことは，幸せなのか。,13.191,51.62,24,med
A004,13,inquiry,Inquiry,inquiry_v3,3,2,Q3. 先ほどの映像を通して、制作者はあなたにどのような「問い」を残しましたか？,人を切ることを辞さない者が，赤子を大切にするという一面を持っており，人物像は見方によって変わりうるのではないか，という問い。,9.849,85.93,62,control
A005,14,inquiry,Inquiry,inquiry_v2,2,2,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,時代劇がAIで作り出せるのかという問い？正直いうとよくわからない映像で、映像の内容（演技やシーンについて）はあまり頭に入ってきませんでした。すみません。,9.929,145.496,76,short
A005,15,inquiry,Inquiry,inquiry_v3,3,4,Q3. 先ほどの映像を通して、制作者はあなたにどのような「問い」を残しましたか？,人を裏切るということは単純ではなく、登場人物ひとりひとりに何か訳があるのではないか、という問い。,20.732,71.647,48,med
A005,16,inquiry,Inquiry,inquiry_v1,1,4,Q3. 先ほどの映像の制作者があなたに残した「問い」は何だと思いますか？,愛とは何か,3.462,3.464,5,control
A006,17,inquiry,Inquiry,inquiry_v3,3,3,Q3. 先ほどの映像を通して、制作者はあなたにどのような「問い」を残しましたか？,人は等しく幸せになる権利があるはずにもかかわらず、なぜそこに差が生まれ、争いがあるのか,8.194,35.89,43,short
A006,18,inquiry,Inquiry,inquiry_v1,1,4,Q3. 先ほどの映像の制作者があなたに残した「問い」は何だと思いますか？,戦争が国としてではなく、一個人にどれだけ影響し、青春というものが貴重であるということ,7.066,63.016,42,med
A006,19,inquiry,Inquiry,inquiry_v2,2,5,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,本当に大事にするべきことを取捨選択して大事にできているのか,11.531,35.135,29,control
A007,20,inquiry,Inquiry,inquiry_v2,2,2,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,侍という時代劇映画のプロモーション,8.963,13.897,17,short
A007,21,inquiry,Inquiry,inquiry_v1,1,3,Q3. 先ほどの映像の制作者があなたに残した「問い」は何だと思いますか？,なにが正しくて、なにが間違っているかはその時々で異なり一瞬で判断を求められるが、それは難しいということ。,8.211,52.548,52,med
A007,22,inquiry,Inquiry,inquiry_v2,2,2,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,女性を巡って様々な男の思いが交錯する様子。,5.0,26.134,21,control
A008,23,inquiry,Inquiry,inquiry_v1,1,5,Q3. 先ほどの映像の制作者があなたに残した「問い」は何だと思いますか？,全体的にモノクロで同時の世界観がリアルに再現していると思う。そこで本当に自分の欲望と自分の大切なものを掛け合うときにどちらがより重要なのか考えさせられるような気がした,9.447,95.021,83,short
A008,24,inquiry,Inquiry,inquiry_v2,2,2,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,侍の存続と身内内での裏切り者による陰謀にどう対処するか,9.905,60.106,27,med
A008,25,inquiry,Inquiry,inquiry_v3,3,3,Q3. 先ほどの映像を通して、制作者はあなたにどのような「問い」を残しましたか？,切腹をする時代についての物語だと思うが正直あまりわからなかった。全体的には戦国時代の日常について考えさせられた。,27.659,82.524,56,control
A009,26,inquiry,Inquiry,inquiry_v2,2,5,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,人間の不合理さと家族の愛情,4.688,17.151,13,short
A009,27,inquiry,Inquiry,inquiry_v1,1,2,Q3. 先ほどの映像の制作者があなたに残した「問い」は何だと思いますか？,和の精神は西洋分化が流入してきた現在でも大切か,8.005,29.735,23,med
A009,28,inquiry,Inquiry,inquiry_v2,2,4,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,人間関係の難しさ。,3.744,10.458,9,control
A010,29,inquiry,Inquiry,inquiry_v3,3,2,Q3. 先ほどの映像を通して、制作者はあなたにどのような「問い」を残しましたか？,慎ましく暮らすのか、冒険をするのか、どちらの方が人生において素晴らしいのか。,3.68,26.813,38,short
A010,30,inquiry,Inquiry,inquiry_v1,1,3,Q3. 先ほどの映像の制作者があなたに残した「問い」は何だと思いますか？,本当に何もしていない人は存在するのか。そう見えているだけで皆、何かを考えて葛藤しているのではということ,4.066,26.033,51,med
A010,31,inquiry,Inquiry,inquiry_v2,2,2,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,ちょっとした幸せを暗い人生の中にも見つけていく大切さ、そして今の世の中がいかに平和で素晴らしいものかについて。,3.832,44.55,55,control
A011,32,inquiry,Inquiry,inquiry_v3,3,5,Q3. 先ほどの映像を通して、制作者はあなたにどのような「問い」を残しましたか？,人はどのような精神を持って生きるべきか。,6.198,31.668,20,short
A011,33,inquiry,Inquiry,inquiry_v1,1,2,Q3. 先ほどの映像の制作者があなたに残した「問い」は何だと思いますか？,人が大事にすべきなのは「本能」か「理性」か。,7.021,34.128,22,med
A011,34,inquiry,Inquiry,inquiry_v2,2,3,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,人間の持つ推進力、野望へと突き進む豪胆さがもたらすものは何か。,25.594,61.459,31,control
A012,35,inquiry,Inquiry,inquiry_v1,1,3,Q3. 先ほどの映像の制作者があなたに残した「問い」は何だと思いますか？,愛のために自分の何を捨てられるのか。,6.515,33.952,18,short
A012,36,inquiry,Inquiry,inquiry_v2,2,2,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,家族や仲間を大切にするために正義を貫く,24.226,41.454,19,med
A012,37,inquiry,Inquiry,inquiry_v3,3,4,Q3. 先ほどの映像を通して、制作者はあなたにどのような「問い」を残しましたか？,何かにかける情熱があってこそ人間として生まれた意味があるのではないか。,21.516,59.374,35,control
A013,38,inquiry,Inquiry,inquiry_v2,2,3,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,戦時中、どう生きていくのが正解か。,11.761,80.754,17,short
A013,39,inquiry,Inquiry,inquiry_v3,3,4,Q3. 先ほどの映像を通して、制作者はあなたにどのような「問い」を残しましたか？,この先、続きの動画を見たくなるかについて。,15.345,18.875,21,med
A013,40,inquiry,Inquiry,inquiry_v1,1,4,Q3. 先ほどの映像の制作者があなたに残した「問い」は何だと思いますか？,武士とはどうあるべきか。,19.835,9.755,12,control
A015,41,inquiry,Inquiry,inquiry_v1,1,4,Q3. 先ほどの映像の制作者があなたに残した「問い」は何だと思いますか？,自分の価値観、考えを貫いた生き方はどれだけ難しいか,14.153,14.286,25,short
A015,42,inquiry,Inquiry,inquiry_v2,2,2,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,どんな状況でも忘れてはいけない、人としてのあるべき姿,11.49,22.98,26,med
A015,43,inquiry,Inquiry,inquiry_v3,3,5,Q3. 先ほどの映像を通して、制作者はあなたにどのような「問い」を残しましたか？,戦争中は何も戦うだけじゃない。我々の生活の上に特殊な「戦争」というものがある以上、日常的な部分もある、という問い,1.995,57.828,56,control
A016,44,inquiry,Inquiry,inquiry_v2,2,3,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,人と人は互いに赦しあっている。,17.001,24.967,15,short
A016,45,inquiry,Inquiry,inquiry_v3,3,2,Q3. 先ほどの映像を通して、制作者はあなたにどのような「問い」を残しましたか？,どんな絶望的な状況でも人は生きがいを必要としているのではないかという問い,43.316,23.982,36,med
A016,46,inquiry,Inquiry,inquiry_v1,1,2,Q3. 先ほどの映像の制作者があなたに残した「問い」は何だと思いますか？,人生を死ぬまでの暇つぶしと思わずに、自分の人生を生きるべき,11.893,38.165,29,control
A018,47,inquiry,Inquiry,inquiry_v2,2,3,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,夫婦の愛について。,6.955,6.51,9,short
A018,48,inquiry,Inquiry,inquiry_v1,1,5,Q3. 先ほどの映像の制作者があなたに残した「問い」は何だと思いますか？,なぜ女性はこんなに悲劇的な人生を送ることになったのか。,7.413,29.622,27,med
A018,49,inquiry,Inquiry,inquiry_v3,3,3,Q3. 先ほどの映像を通して、制作者はあなたにどのような「問い」を残しましたか？,守るもの（子ども）がいるとき、昔の信条を守る必要があるのか。,7.597,34.703,30,control
A019,50,inquiry,Inquiry,inquiry_v2,2,5,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,忠誠心,3.929,3.239,3,short
A019,51,inquiry,Inquiry,inquiry_v3,3,4,Q3. 先ほどの映像を通して、制作者はあなたにどのような「問い」を残しましたか？,自分の道を歩むにはどうしたらよいかという問い,9.741,33.164,22,med
A019,52,inquiry,Inquiry,inquiry_v1,1,5,Q3. 先ほどの映像の制作者があなたに残した「問い」は何だと思いますか？,人間はなぜ恋するのか,5.979,24.918,10,control
A020,53,inquiry,Inquiry,inquiry_v2,2,3,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,怠惰かつ傲慢である現代人の有様を再度問いただす,11.632,34.602,23,short
A020,54,inquiry,Inquiry,inquiry_v1,1,3,Q3. 先ほどの映像の制作者があなたに残した「問い」は何だと思いますか？,目指すべきとされる場所は本当に幸せに溢れているのか。,8.441,14.271,26,med
A020,55,inquiry,Inquiry,inquiry_v3,3,2,Q3. 先ほどの映像を通して、制作者はあなたにどのような「問い」を残しましたか？,問いはわからなかった,18.156,4.483,10,control
A021,56,inquiry,Inquiry,inquiry_v1,1,3,Q3. 先ほどの映像の制作者があなたに残した「問い」は何だと思いますか？,人に平等に接することとはどういうことなのかということだと思った。,19.62,50.296,32,short
A021,57,inquiry,Inquiry,inquiry_v3,3,5,Q3. 先ほどの映像を通して、制作者はあなたにどのような「問い」を残しましたか？,「誘惑に溺れると人やその周囲の人間はどうなるのか」という問いを残したと私は解釈した。,8.988,83.078,42,med
A021,58,inquiry,Inquiry,inquiry_v2,2,4,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,「生きる」ということはどういうことなのかということだと思った。,3.349,25.501,31,control
A022,59,inquiry,Inquiry,inquiry_v2,2,4,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,あまりよく分からなかった。この時代のそれぞれの立場の中で考える正しさや信念が存在するが、それらはどれが正解なのかという単純な疑問では片づけられないものなのではないか。,11.494,169.177,83,short
A022,60,inquiry,Inquiry,inquiry_v3,3,3,Q3. 先ほどの映像を通して、制作者はあなたにどのような「問い」を残しましたか？,戦いを自身の役割としていない一市民にとって戦争とは何だったのか。,5.776,42.599,32,med
A022,61,inquiry,Inquiry,inquiry_v1,1,3,Q3. 先ほどの映像の制作者があなたに残した「問い」は何だと思いますか？,信玄の死の結果、周囲の人物がどのように考えて、その状況を乗りこなすか。その中での、武田信玄の影武者がどのように立ち回ったか。同時に、この作中の武田信玄とは皆にとって何者だったのか。,23.904,142.082,90,control
A023,62,inquiry,Inquiry,inquiry_v1,1,5,Q3. 先ほどの映像の制作者があなたに残した「問い」は何だと思いますか？,どんな環境でも楽しみを見つけて今を生きることの大切さみたいなものと感じました。,6.957,48.009,39,short
A023,63,inquiry,Inquiry,inquiry_v3,3,3,Q3. 先ほどの映像を通して、制作者はあなたにどのような「問い」を残しましたか？,感情に訴えかけるようなものは正直何もなく、物理的に「どこで撮影されたものなんだろう」という問いが残りました。,21.795,80.855,54,med
A023,64,inquiry,Inquiry,inquiry_v2,2,2,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,その時代の中で生きるにはどういう選択が必要かを問われている気がしました。,33.486,55.945,36,control
A024,65,inquiry,Inquiry,inquiry_v2,2,3,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,慈悲を忘れては人ではない。情けを大事にするべきだ。,2.532,26.2,25,short
A024,66,inquiry,Inquiry,inquiry_v3,3,4,Q3. 先ほどの映像を通して、制作者はあなたにどのような「問い」を残しましたか？,人生において、何かを成し遂げていくことが大事だ。ただ何もせずぼーっと生きているだけでは自分を見失ってしまうから、自分にとて大事にしたいものや目的を探して見つけることができるかという人生の大きな問い。,5.075,74.008,99,med
A024,67,inquiry,Inquiry,inquiry_v1,1,4,Q3. 先ほどの映像の制作者があなたに残した「問い」は何だと思いますか？,自分の命を削ってでも、守りたい何かはあるか、という問い。,11.772,13.162,28,control
A025,68,inquiry,Inquiry,inquiry_v2,2,5,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,昔からドロドロする恋愛はあって、家族がいるのにそう不倫みたいになる人とならない人の違い,6.683,81.433,43,short
A025,69,inquiry,Inquiry,inquiry_v3,3,3,Q3. 先ほどの映像を通して、制作者はあなたにどのような「問い」を残しましたか？,突然カメラ監督が映った。何が現実なのか考えさせる,3.242,46.992,24,med
A025,70,inquiry,Inquiry,inquiry_v1,1,2,Q3. 先ほどの映像の制作者があなたに残した「問い」は何だと思いますか？,侍の終わり方。歴史と絡めてどのように生きるか,2.633,82.934,22,control
A027,71,inquiry,Inquiry,inquiry_v1,1,4,Q3. 先ほどの映像の制作者があなたに残した「問い」は何だと思いますか？,誇りをもって生きることはどれほど大切だろうか、というもの。,16.641,64.967,29,short
A027,72,inquiry,Inquiry,inquiry_v3,3,4,Q3. 先ほどの映像を通して、制作者はあなたにどのような「問い」を残しましたか？,社会の中でどう生きるのが正解か、正解はそもそもあるのか,16.214,19.76,27,med
A027,73,inquiry,Inquiry,inquiry_v2,2,3,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,ままならな世の中でどう自分を保って生きていくか,5.222,16.204,23,control
A028,74,inquiry,Inquiry,inquiry_v3,3,4,Q3. 先ほどの映像を通して、制作者はあなたにどのような「問い」を残しましたか？,おのれの中の信念は、倫理は何か。,5.436,6.225,16,short
A028,75,inquiry,Inquiry,inquiry_v2,2,2,Q3. 先ほどの映像が描こうとしている最も根本的な問いは何だと思いますか？,"人間にとって幸福は何かということだと思う。
欲望のままに堕ちていく男とそんな男に振り回され同じく不幸に身を落とす女を描いているが、男は一時の幸福を（おそらく）味わった。夢も見た。それを追いかけると決意するとしかし、不幸が身を襲う。ならば、どうあるのが幸せなのだろうか？",2.062,89.144,134,med
A028,76,inquiry,Inquiry,inquiry_v1,1,3,Q3. 先ほどの映像の制作者があなたに残した「問い」は何だと思いますか？,"私が、歴史の余白を楽しめる人間であるかどうか。
フィクションであることを受け入れ、そのうえで想像力を働かせることができるかどうかを問うていると思った。",11.39,31.032,75,control
A029,77,inquiry,Inquiry,inquiry_v1,1,3,Q3. 先ほどの映像の制作者があなたに残した「問い」は何だと思いますか？,武田と戦ってどうなったか,5.968,28.329,12,short
A029,78,inquiry,Inquiry,inquiry_v3,3,5,Q3. 先ほどの映像を通して、制作者はあなたにどのような「問い」を残しましたか？,未来の予測,77.275,6.05699999999999,5,control
A029,79,inquiry,Inquiry,inquiry_v3,3,4,Q3. 先ほどの映像を通して、制作者はあなたにどのような「問い」を残しましたか？,自分との生活を比べて、どのように感じるか,11.564,35.527,20,med
A001,2,emotion,Emotion,emotion_v1,1,3,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,映像が荒く、見づらいなと思った。また、こういう映像を祖父が見ていたことを思い出し、懐かしむ気持ちになった。,7.92,56.361,53,short
A001,3,emotion,Emotion,emotion_v2,2,3,Q4. 「心が動く」とは、それまでの自分の見方や感じ方が揺さぶられる現象とも言えます。そのような揺らぎは、あなたの内側でどのような変化として現れると思いますか？,自分の価値観に影響を及ぼし、今後の人生の様々な選択、その基準などに大きな変化をもたらすと思う。,6.013,47.788,47,med
A001,4,emotion,Emotion,emotion_v1,1,4,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,初めに出てきた安定した生活を望む奥さんがかわいそうだなという感情,2.612,23.242,32,control
A002,5,emotion,Emotion,emotion_v2,2,4,Q4. 「心が動く」とは、それまでの自分の見方や感じ方が揺さぶられる現象とも言えます。そのような揺らぎは、あなたの内側でどのような変化として現れると思いますか？,心が動く前と後とで、習慣や言動、発想等を意識的に変えていこうとする考えに至ること,13.604,198.404,40,short
A002,6,emotion,Emotion,emotion_v1,1,3,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,男性の一連の行動を追う中で、目的や目標なく何もしないでただ漫然と過ごすというのも楽ではなく、自由は却って人を束縛するものでもあるように感じた。もやもやとした感情が残ると同時に、人生における時間の使い方の軸について今一度立ち返ろうという気持ちにもなった。,18.758,219.69,126,med
A002,7,emotion,Emotion,emotion_v3,3,2,Q4. 先ほどの映像を観ている間に、あなたの気持ちはどのように変化しましたか？ 印象に残った場面とあわせて説明してください。,誰もが人間らしく暮らせる世の中であってほしい、という旨のセリフが印象に残り、この点は映像の時代のみならず現代にも通ずることであると感じた。,16.205,192.166,69,control
A003,8,emotion,Emotion,emotion_v3,3,3,Q4. 先ほどの映像を観ている間に、あなたの気持ちはどのように変化しましたか？ 印象に残った場面とあわせて説明してください。,"俳優の名前が出てきたところで、昔はこんな俳優がいたんだな―と思った。
最後の場面で、二人の侍が向き合って長い間動いていなかったので、この戦いがどう展開されていくのか興味を持った。",24.982,112.273,89,short
A003,9,emotion,Emotion,emotion_v2,2,4,Q4. 「心が動く」とは、それまでの自分の見方や感じ方が揺さぶられる現象とも言えます。そのような揺らぎは、あなたの内側でどのような変化として現れると思いますか？,自分の夢や目標，熱中していること，人生の指針に修正や変更を加えるという変化。,25.782,270.773,38,med
A003,10,emotion,Emotion,emotion_v1,1,2,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,主人公が幼い頃に父と別れ、父の最後の言葉を胸に生きていく映画であると想像し、具体的に主人公がどのように生きていくのか、どこで父の言葉が効いてくるのかが気になった。,17.087,179.496,81,control
